site,datetime,date,month,season,hs,hmax,tz,tp,dir,sst,month_num
Gold Coast,2025-10-05T00:00:00Z,2025-10-05,Oct,Spring,0.769,1.302,5.16,10.526,114.58,22.41,10
Gold Coast,2025-10-05T00:30:00Z,2025-10-05,Oct,Spring,0.723,1.067,5.229,11.111,118.45,22.5,10
Gold Coast,2025-10-05T01:00:00Z,2025-10-05,Oct,Spring,0.737,1.273,5.219,11.111,111.6,22.54,10
Gold Coast,2025-10-05T01:30:00Z,2025-10-05,Oct,Spring,0.738,1.291,5.229,6.667,116.34,22.59,10
Gold Coast,2025-10-05T02:00:00Z,2025-10-05,Oct,Spring,0.755,1.247,4.923,8.333,115.38,22.45,10
Gold Coast,2025-10-05T02:30:00Z,2025-10-05,Oct,Spring,0.739,1.263,4.67,11.111,115.55,22.36,10
Gold Coast,2025-10-05T03:00:00Z,2025-10-05,Oct,Spring,0.696,1.476,4.323,10.526,118.63,22.36,10
Gold Coast,2025-10-05T03:30:00Z,2025-10-05,Oct,Spring,0.734,1.21,4.456,6.897,106.32,22.36,10
Gold Coast,2025-10-05T04:00:00Z,2025-10-05,Oct,Spring,0.771,1.262,4.439,7.143,116.17,22.41,10
Gold Coast,2025-10-05T04:30:00Z,2025-10-05,Oct,Spring,0.709,1.218,4.245,6.452,104.74,22.36,10
Gold Coast,2025-10-05T05:00:00Z,2025-10-05,Oct,Spring,0.694,1.194,4.181,10.526,109.93,22.32,10
Gold Coast,2025-10-05T05:30:00Z,2025-10-05,Oct,Spring,0.75,1.548,4.359,10.526,120.56,22.27,10
Gold Coast,2025-10-05T06:00:00Z,2025-10-05,Oct,Spring,0.801,1.344,4.55,11.111,120.47,22.27,10
Gold Coast,2025-10-05T06:30:00Z,2025-10-05,Oct,Spring,0.826,1.438,4.702,11.111,122.76,22.27,10
Gold Coast,2025-10-05T07:00:00Z,2025-10-05,Oct,Spring,0.758,1.352,4.323,10,122.94,22.23,10
Gold Coast,2025-10-05T07:30:00Z,2025-10-05,Oct,Spring,0.806,1.372,4.363,9.524,117.05,22.23,10
Gold Coast,2025-10-05T08:00:00Z,2025-10-05,Oct,Spring,0.849,1.627,4.391,9.091,119.16,22.23,10
Gold Coast,2025-10-05T08:30:00Z,2025-10-05,Oct,Spring,0.842,1.475,4.776,11.111,124.87,22.18,10
Gold Coast,2025-10-05T09:00:00Z,2025-10-05,Oct,Spring,0.815,1.312,4.517,8.696,114.32,22.18,10
Gold Coast,2025-10-05T09:30:00Z,2025-10-05,Oct,Spring,0.841,1.663,4.893,11.111,123.29,22.14,10
Gold Coast,2025-10-05T10:00:00Z,2025-10-05,Oct,Spring,0.801,1.47,4.812,11.111,120.83,22.14,10
Gold Coast,2025-10-05T10:30:00Z,2025-10-05,Oct,Spring,0.758,1.253,4.913,8.696,118.54,22.1,10
Gold Coast,2025-10-05T11:00:00Z,2025-10-05,Oct,Spring,0.762,1.299,5.048,11.111,118.28,22.1,10
Gold Coast,2025-10-05T11:30:00Z,2025-10-05,Oct,Spring,0.78,1.346,5.298,11.765,120.65,22.1,10
Gold Coast,2025-10-05T12:00:00Z,2025-10-05,Oct,Spring,NA,NA,NA,NA,123.99,22.05,10
Gold Coast,2025-10-05T12:30:00Z,2025-10-05,Oct,Spring,NA,NA,NA,NA,119.51,22.01,10
Gold Coast,2025-10-05T13:00:00Z,2025-10-05,Oct,Spring,0.75,1.266,5.863,11.111,115.82,22.01,10
Gold Coast,2025-10-05T13:30:00Z,2025-10-05,Oct,Spring,0.741,1.413,5.819,10,113.35,22.01,10
Gold Coast,2025-10-05T14:00:00Z,2025-10-06,Oct,Spring,0.709,1.117,5.737,10.526,118.19,22.05,10
Gold Coast,2025-10-05T14:30:00Z,2025-10-06,Oct,Spring,0.737,1.423,5.833,11.111,111.68,22.01,10
Gold Coast,2025-10-05T15:00:00Z,2025-10-06,Oct,Spring,0.744,1.22,6.253,12.5,108.17,21.96,10
Gold Coast,2025-10-05T15:30:00Z,2025-10-06,Oct,Spring,0.815,1.307,6.389,11.111,114.58,21.96,10
Gold Coast,2025-10-05T16:00:00Z,2025-10-06,Oct,Spring,0.724,1.237,5.915,10.526,115.2,21.92,10
Gold Coast,2025-10-05T16:30:00Z,2025-10-06,Oct,Spring,0.679,0.953,6.304,10.526,113,21.87,10
Gold Coast,2025-10-05T17:00:00Z,2025-10-06,Oct,Spring,0.681,1.107,6.003,10.526,117.93,21.87,10
Gold Coast,2025-10-05T17:30:00Z,2025-10-06,Oct,Spring,0.666,0.966,5.928,11.111,115.46,21.78,10
Gold Coast,2025-10-05T18:00:00Z,2025-10-06,Oct,Spring,0.695,1.073,6.105,10.526,115.9,21.78,10
Gold Coast,2025-10-05T18:30:00Z,2025-10-06,Oct,Spring,0.686,1.15,6.091,11.111,116.34,21.78,10
Gold Coast,2025-10-05T19:00:00Z,2025-10-06,Oct,Spring,0.625,1.092,5.447,10,117.93,21.74,10
Gold Coast,2025-10-05T19:30:00Z,2025-10-06,Oct,Spring,0.596,0.885,5.33,10.526,117.49,21.74,10
Gold Coast,2025-10-05T20:00:00Z,2025-10-06,Oct,Spring,0.582,1.153,5.123,11.111,113.62,21.74,10
Gold Coast,2025-10-05T20:30:00Z,2025-10-06,Oct,Spring,0.614,0.988,4.968,10,118.1,21.74,10
Gold Coast,2025-10-05T21:00:00Z,2025-10-06,Oct,Spring,0.597,1.167,4.733,10.526,116.96,21.74,10
Gold Coast,2025-10-05T21:30:00Z,2025-10-06,Oct,Spring,0.609,0.981,4.76,9.524,114.5,21.74,10
Gold Coast,2025-10-05T22:00:00Z,2025-10-06,Oct,Spring,0.558,0.988,4.492,11.111,117.05,21.78,10
Gold Coast,2025-10-05T22:30:00Z,2025-10-06,Oct,Spring,0.554,1.076,4.062,9.524,119.24,21.87,10
Gold Coast,2025-10-05T23:00:00Z,2025-10-06,Oct,Spring,0.554,1.039,3.956,10.526,118.19,21.87,10
Gold Coast,2025-10-05T23:30:00Z,2025-10-06,Oct,Spring,0.527,1.066,4.013,10.526,116.96,21.87,10
Gold Coast,2025-10-06T00:00:00Z,2025-10-06,Oct,Spring,0.581,0.971,4.145,10,123.11,21.92,10
Gold Coast,2025-10-06T00:30:00Z,2025-10-06,Oct,Spring,0.591,1.102,4.31,8.696,109.75,22.01,10
Gold Coast,2025-10-06T01:00:00Z,2025-10-06,Oct,Spring,0.583,1.187,4.164,11.111,114.94,22.1,10
Gold Coast,2025-10-06T01:30:00Z,2025-10-06,Oct,Spring,0.596,1.152,3.594,10.526,115.64,22.05,10
Gold Coast,2025-10-06T02:00:00Z,2025-10-06,Oct,Spring,0.624,1.051,3.477,10,114.5,22.01,10
Gold Coast,2025-10-06T02:30:00Z,2025-10-06,Oct,Spring,0.691,1.391,3.386,9.524,114.06,21.96,10
Gold Coast,2025-10-06T03:00:00Z,2025-10-06,Oct,Spring,0.716,1.144,3.47,3.704,42.32,22.01,10
Gold Coast,2025-10-06T03:30:00Z,2025-10-06,Oct,Spring,0.739,1.447,3.44,3.704,41.88,22.01,10
Gold Coast,2025-10-06T04:00:00Z,2025-10-06,Oct,Spring,0.794,1.431,3.32,3.846,42.5,22.01,10
Gold Coast,2025-10-06T04:30:00Z,2025-10-06,Oct,Spring,0.803,1.36,3.428,4,44.43,22.05,10
Gold Coast,2025-10-06T05:00:00Z,2025-10-06,Oct,Spring,0.886,1.712,3.625,4.444,40.74,22.1,10
Gold Coast,2025-10-06T05:30:00Z,2025-10-06,Oct,Spring,0.936,1.717,3.63,4.444,41.62,22.01,10
Gold Coast,2025-10-06T06:00:00Z,2025-10-06,Oct,Spring,0.9,1.403,3.547,4.545,36.96,22.01,10
Gold Coast,2025-10-06T06:30:00Z,2025-10-06,Oct,Spring,0.905,1.628,3.6,4.444,36.25,22.05,10
Gold Coast,2025-10-06T07:00:00Z,2025-10-06,Oct,Spring,0.885,1.66,3.599,4.444,35.73,22.05,10
Gold Coast,2025-10-06T07:30:00Z,2025-10-06,Oct,Spring,0.858,1.437,3.547,4.348,39.95,22.05,10
Gold Coast,2025-10-06T08:00:00Z,2025-10-06,Oct,Spring,0.875,1.542,3.605,4.348,37.57,22.01,10
Gold Coast,2025-10-06T08:30:00Z,2025-10-06,Oct,Spring,0.842,1.635,3.632,4.444,34.06,22.01,10
Gold Coast,2025-10-06T09:00:00Z,2025-10-06,Oct,Spring,0.776,1.246,3.785,4.651,39.07,22.01,10
Gold Coast,2025-10-06T09:30:00Z,2025-10-06,Oct,Spring,0.814,1.5,3.845,4.651,40.47,21.96,10
Gold Coast,2025-10-06T10:00:00Z,2025-10-06,Oct,Spring,0.805,1.451,3.964,4.878,39.68,21.92,10
Gold Coast,2025-10-06T10:30:00Z,2025-10-06,Oct,Spring,0.818,1.253,3.98,4.878,39.16,21.92,10
Gold Coast,2025-10-06T11:00:00Z,2025-10-06,Oct,Spring,0.761,1.407,4.106,5.128,38.98,21.92,10
Gold Coast,2025-10-06T11:30:00Z,2025-10-06,Oct,Spring,0.76,1.374,4.492,4.878,40.74,22.01,10
Gold Coast,2025-10-06T12:00:00Z,2025-10-06,Oct,Spring,NA,NA,NA,NA,41.62,21.92,10
Gold Coast,2025-10-06T12:30:00Z,2025-10-06,Oct,Spring,NA,NA,NA,NA,36.78,21.92,10
Gold Coast,2025-10-06T13:00:00Z,2025-10-06,Oct,Spring,0.722,1.197,4.64,5.128,42.67,21.87,10
Gold Coast,2025-10-06T13:30:00Z,2025-10-06,Oct,Spring,0.724,1.247,4.47,5.128,37.93,21.87,10
Gold Coast,2025-10-06T14:00:00Z,2025-10-07,Oct,Spring,0.682,1.069,4.395,5.128,41.88,21.87,10
Gold Coast,2025-10-06T14:30:00Z,2025-10-07,Oct,Spring,0.67,1.002,4.549,5.405,44.87,21.78,10
Gold Coast,2025-10-06T15:00:00Z,2025-10-07,Oct,Spring,0.705,1.212,4.544,5.405,43.11,21.74,10
Gold Coast,2025-10-06T15:30:00Z,2025-10-07,Oct,Spring,0.677,1.16,4.49,5.263,45.4,21.74,10
Gold Coast,2025-10-06T16:00:00Z,2025-10-07,Oct,Spring,0.742,1.246,4.396,5,41.27,21.74,10
Gold Coast,2025-10-06T16:30:00Z,2025-10-07,Oct,Spring,0.69,0.962,4.378,5.405,39.77,21.65,10
Gold Coast,2025-10-06T17:00:00Z,2025-10-07,Oct,Spring,0.798,1.349,4.283,5.263,39.24,21.65,10
Gold Coast,2025-10-06T17:30:00Z,2025-10-07,Oct,Spring,0.887,1.672,4.242,5.556,40.83,21.61,10
Gold Coast,2025-10-06T18:00:00Z,2025-10-07,Oct,Spring,0.94,1.534,4.331,5.714,37.05,21.56,10
Gold Coast,2025-10-06T18:30:00Z,2025-10-07,Oct,Spring,0.939,1.376,4.167,5.556,35.29,21.56,10
Gold Coast,2025-10-06T19:00:00Z,2025-10-07,Oct,Spring,0.9,1.569,4.269,5.263,38.72,21.52,10
Gold Coast,2025-10-06T19:30:00Z,2025-10-07,Oct,Spring,0.912,1.72,4.198,5.556,38.01,21.47,10
Gold Coast,2025-10-06T20:00:00Z,2025-10-07,Oct,Spring,0.947,1.473,4.304,5.128,37.57,21.43,10
Gold Coast,2025-10-06T20:30:00Z,2025-10-07,Oct,Spring,0.885,1.421,4.546,5.263,39.42,21.43,10
Gold Coast,2025-10-06T21:00:00Z,2025-10-07,Oct,Spring,0.867,1.571,4.18,5.556,33.97,21.43,10
Gold Coast,2025-10-06T21:30:00Z,2025-10-07,Oct,Spring,0.764,1.283,4.124,5,33.09,21.52,10
Gold Coast,2025-10-06T22:00:00Z,2025-10-07,Oct,Spring,0.809,1.386,3.966,5.714,39.07,21.52,10
Gold Coast,2025-10-06T22:30:00Z,2025-10-07,Oct,Spring,0.846,1.225,3.822,4.878,32.91,21.52,10
Gold Coast,2025-10-06T23:00:00Z,2025-10-07,Oct,Spring,0.76,1.293,3.75,4.444,32.91,21.52,10
Gold Coast,2025-10-06T23:30:00Z,2025-10-07,Oct,Spring,0.722,1.223,3.826,5.714,38.54,21.61,10
Gold Coast,2025-10-07T00:00:00Z,2025-10-07,Oct,Spring,0.725,1.311,4.049,5.556,37.31,21.74,10
Gold Coast,2025-10-07T00:30:00Z,2025-10-07,Oct,Spring,0.693,1.242,4.106,4.651,41.44,22.01,10
Gold Coast,2025-10-07T01:00:00Z,2025-10-07,Oct,Spring,0.667,1.095,3.994,5.714,37.84,21.96,10
Gold Coast,2025-10-07T01:30:00Z,2025-10-07,Oct,Spring,0.637,1.335,3.856,6.061,66.58,22.01,10
Gold Coast,2025-10-07T02:00:00Z,2025-10-07,Oct,Spring,0.605,0.987,3.59,4.348,46.28,22.14,10
Gold Coast,2025-10-07T02:30:00Z,2025-10-07,Oct,Spring,0.58,1.02,3.716,6.25,57.09,22.32,10
Gold Coast,2025-10-07T03:00:00Z,2025-10-07,Oct,Spring,0.62,1.042,3.819,11.765,98.94,22.23,10
Gold Coast,2025-10-07T03:30:00Z,2025-10-07,Oct,Spring,0.569,0.827,3.589,11.765,105,22.27,10
Gold Coast,2025-10-07T04:00:00Z,2025-10-07,Oct,Spring,0.597,1.1,3.516,5.263,36.08,22.41,10
Gold Coast,2025-10-07T04:30:00Z,2025-10-07,Oct,Spring,0.646,1.022,3.771,5.128,105.35,22.41,10
Gold Coast,2025-10-07T05:00:00Z,2025-10-07,Oct,Spring,0.62,1.069,3.779,11.111,101.31,22.41,10
Gold Coast,2025-10-07T05:30:00Z,2025-10-07,Oct,Spring,0.591,1.063,3.826,4.651,114.94,22.41,10
Gold Coast,2025-10-07T06:00:00Z,2025-10-07,Oct,Spring,0.574,0.934,3.941,11.111,105.35,22.41,10
Gold Coast,2025-10-07T06:30:00Z,2025-10-07,Oct,Spring,0.551,0.854,4.028,11.765,99.73,22.36,10
Gold Coast,2025-10-07T07:00:00Z,2025-10-07,Oct,Spring,0.534,0.968,4.405,10.526,111.24,22.36,10
Gold Coast,2025-10-07T07:30:00Z,2025-10-07,Oct,Spring,0.491,0.916,4.299,10.526,104.74,22.36,10
Gold Coast,2025-10-07T08:00:00Z,2025-10-07,Oct,Spring,0.498,0.79,4.362,10.526,107.29,22.36,10
Gold Coast,2025-10-07T08:30:00Z,2025-10-07,Oct,Spring,0.49,0.835,4.427,10.526,110.89,22.32,10
Gold Coast,2025-10-07T09:00:00Z,2025-10-07,Oct,Spring,0.54,0.824,4.849,11.765,54.72,22.27,10
Gold Coast,2025-10-07T09:30:00Z,2025-10-07,Oct,Spring,0.502,0.811,4.906,10.526,112.12,22.32,10
Gold Coast,2025-10-07T10:00:00Z,2025-10-07,Oct,Spring,0.492,0.876,4.877,12.5,101.49,22.32,10
Gold Coast,2025-10-07T10:30:00Z,2025-10-07,Oct,Spring,0.463,0.846,4.761,11.765,103.77,22.27,10
Gold Coast,2025-10-07T11:00:00Z,2025-10-07,Oct,Spring,0.441,0.762,4.568,10.526,104.21,22.27,10
Gold Coast,2025-10-07T11:30:00Z,2025-10-07,Oct,Spring,0.438,0.663,4.526,11.111,112.03,22.41,10
Gold Coast,2025-10-07T12:00:00Z,2025-10-07,Oct,Spring,NA,NA,NA,NA,98.76,22.45,10
Gold Coast,2025-10-07T12:30:00Z,2025-10-07,Oct,Spring,NA,NA,NA,NA,102.54,22.45,10
Gold Coast,2025-10-07T13:00:00Z,2025-10-07,Oct,Spring,0.481,0.729,4.657,11.111,104.56,22.36,10
Gold Coast,2025-10-07T13:30:00Z,2025-10-07,Oct,Spring,0.553,1.003,4.72,11.765,104.65,22.23,10
Gold Coast,2025-10-07T14:00:00Z,2025-10-08,Oct,Spring,0.642,1.22,4.816,5.556,49.97,22.23,10
Gold Coast,2025-10-07T14:30:00Z,2025-10-08,Oct,Spring,0.665,1.08,4.907,5.263,46.54,22.27,10
Gold Coast,2025-10-07T15:00:00Z,2025-10-08,Oct,Spring,0.691,1.152,4.988,11.111,40.21,22.18,10
Gold Coast,2025-10-07T15:30:00Z,2025-10-08,Oct,Spring,0.703,1.142,4.886,5.263,108.78,22.14,10
Gold Coast,2025-10-07T16:00:00Z,2025-10-08,Oct,Spring,0.694,1.066,4.879,11.111,110.98,22.1,10
Gold Coast,2025-10-07T16:30:00Z,2025-10-08,Oct,Spring,0.757,1.155,4.872,5.263,113,22.14,10
Gold Coast,2025-10-07T17:00:00Z,2025-10-08,Oct,Spring,0.673,0.985,4.782,5.405,42.23,22.14,10
Gold Coast,2025-10-07T17:30:00Z,2025-10-08,Oct,Spring,0.754,1.241,4.846,5.714,50.32,22.14,10
Gold Coast,2025-10-07T18:00:00Z,2025-10-08,Oct,Spring,0.814,1.384,4.837,5.556,51.9,22.14,10
Gold Coast,2025-10-07T18:30:00Z,2025-10-08,Oct,Spring,0.83,1.36,4.659,5.714,52.52,22.1,10
Gold Coast,2025-10-07T19:00:00Z,2025-10-08,Oct,Spring,0.819,1.401,4.774,5.882,50.85,22.05,10
Gold Coast,2025-10-07T19:30:00Z,2025-10-08,Oct,Spring,0.826,1.359,4.734,5.882,52.08,22.01,10
Gold Coast,2025-10-07T20:00:00Z,2025-10-08,Oct,Spring,0.827,1.593,4.558,5.714,52.87,22.01,10
Gold Coast,2025-10-07T20:30:00Z,2025-10-08,Oct,Spring,0.814,1.346,4.43,5.714,48.39,22.01,10
Gold Coast,2025-10-07T21:00:00Z,2025-10-08,Oct,Spring,0.826,1.403,4.519,5.714,49.44,22.01,10
Gold Coast,2025-10-07T21:30:00Z,2025-10-08,Oct,Spring,0.784,1.438,4.236,5.556,40.74,22.05,10
Gold Coast,2025-10-07T22:00:00Z,2025-10-08,Oct,Spring,0.846,1.389,4.202,5.263,49.71,22.05,10
Gold Coast,2025-10-07T22:30:00Z,2025-10-08,Oct,Spring,0.839,1.345,4.062,5.405,42.06,22.1,10
Gold Coast,2025-10-07T23:00:00Z,2025-10-08,Oct,Spring,0.865,1.533,3.954,5,42.14,22.1,10
Gold Coast,2025-10-07T23:30:00Z,2025-10-08,Oct,Spring,0.912,1.483,4.032,5.714,37.31,22.14,10
Gold Coast,2025-10-08T00:00:00Z,2025-10-08,Oct,Spring,0.874,1.563,3.775,4.444,38.72,22.14,10
Gold Coast,2025-10-08T00:30:00Z,2025-10-08,Oct,Spring,0.861,1.576,3.719,4.762,39.07,22.14,10
Gold Coast,2025-10-08T01:00:00Z,2025-10-08,Oct,Spring,0.797,1.428,3.782,4.651,37.13,22.14,10
Gold Coast,2025-10-08T01:30:00Z,2025-10-08,Oct,Spring,0.812,1.351,3.709,5.263,39.51,22.14,10
Gold Coast,2025-10-08T02:00:00Z,2025-10-08,Oct,Spring,0.72,1.45,3.567,10.526,41,22.14,10
Gold Coast,2025-10-08T02:30:00Z,2025-10-08,Oct,Spring,0.789,1.342,3.582,4.348,41.09,22.1,10
Gold Coast,2025-10-08T03:00:00Z,2025-10-08,Oct,Spring,0.89,1.512,3.716,5.128,39.24,22.1,10
Gold Coast,2025-10-08T03:30:00Z,2025-10-08,Oct,Spring,0.98,1.667,3.751,5.128,36.25,22.01,10
Gold Coast,2025-10-08T04:00:00Z,2025-10-08,Oct,Spring,1.06,2.489,3.929,5.263,35.99,21.96,10
Gold Coast,2025-10-08T04:30:00Z,2025-10-08,Oct,Spring,1.06,1.795,4.023,5.128,34.58,21.96,10
Gold Coast,2025-10-08T05:00:00Z,2025-10-08,Oct,Spring,1.116,1.872,3.853,5.128,39.86,21.92,10
Gold Coast,2025-10-08T05:30:00Z,2025-10-08,Oct,Spring,1.136,2.195,3.881,5.128,33.27,21.87,10
Gold Coast,2025-10-08T06:00:00Z,2025-10-08,Oct,Spring,1.155,2.23,3.958,5.128,33.53,21.83,10
Gold Coast,2025-10-08T06:30:00Z,2025-10-08,Oct,Spring,1.131,2.329,3.89,5.128,29.75,21.78,10
Gold Coast,2025-10-08T07:00:00Z,2025-10-08,Oct,Spring,1.034,1.888,3.779,5,37.31,21.74,10
Gold Coast,2025-10-08T07:30:00Z,2025-10-08,Oct,Spring,1.01,1.664,3.785,4.878,27.38,21.69,10
Gold Coast,2025-10-08T08:00:00Z,2025-10-08,Oct,Spring,0.954,1.495,3.81,4.651,30.54,21.65,10
Gold Coast,2025-10-08T08:30:00Z,2025-10-08,Oct,Spring,0.951,1.633,3.99,4.545,34.67,21.61,10
Gold Coast,2025-10-08T09:00:00Z,2025-10-08,Oct,Spring,0.905,1.72,4.027,4.762,35.55,21.56,10
Gold Coast,2025-10-08T09:30:00Z,2025-10-08,Oct,Spring,0.852,1.507,3.925,4.762,39.86,21.56,10
Gold Coast,2025-10-08T10:00:00Z,2025-10-08,Oct,Spring,0.891,1.395,4.122,4.651,40.03,21.52,10
Gold Coast,2025-10-08T10:30:00Z,2025-10-08,Oct,Spring,0.821,1.36,4.064,4.762,46.1,21.52,10
Gold Coast,2025-10-08T11:00:00Z,2025-10-08,Oct,Spring,0.838,1.389,3.905,4.545,48.74,21.47,10
Gold Coast,2025-10-08T11:30:00Z,2025-10-08,Oct,Spring,0.832,1.382,4.103,4.651,45.22,21.43,10
Gold Coast,2025-10-08T12:00:00Z,2025-10-08,Oct,Spring,NA,NA,NA,NA,41.62,21.38,10
Gold Coast,2025-10-08T12:30:00Z,2025-10-08,Oct,Spring,NA,NA,NA,NA,42.14,21.3,10
Gold Coast,2025-10-08T13:00:00Z,2025-10-08,Oct,Spring,0.92,1.44,4.186,4.878,41.27,21.34,10
Gold Coast,2025-10-08T13:30:00Z,2025-10-08,Oct,Spring,0.816,1.675,3.827,5,42.85,21.43,10
Gold Coast,2025-10-08T14:00:00Z,2025-10-09,Oct,Spring,0.903,1.766,4.022,5,42.85,21.3,10
Gold Coast,2025-10-08T14:30:00Z,2025-10-09,Oct,Spring,0.908,1.541,4.177,5.128,43.9,21.3,10
Gold Coast,2025-10-08T15:00:00Z,2025-10-09,Oct,Spring,0.845,1.455,3.99,5,48.39,21.21,10
Gold Coast,2025-10-08T15:30:00Z,2025-10-09,Oct,Spring,0.831,1.492,3.95,4.878,51.82,21.21,10
Gold Coast,2025-10-08T16:00:00Z,2025-10-09,Oct,Spring,0.845,1.365,4.082,5,46.98,21.21,10
Gold Coast,2025-10-08T16:30:00Z,2025-10-09,Oct,Spring,0.847,1.372,4.1,5,52.78,21.16,10
Gold Coast,2025-10-08T17:00:00Z,2025-10-09,Oct,Spring,0.78,1.522,3.945,4.651,43.99,21.16,10
Gold Coast,2025-10-08T17:30:00Z,2025-10-09,Oct,Spring,0.868,1.448,4.14,4.878,43.9,21.03,10
Gold Coast,2025-10-08T18:00:00Z,2025-10-09,Oct,Spring,0.847,1.666,4.036,4.878,43.82,20.99,10
Gold Coast,2025-10-08T18:30:00Z,2025-10-09,Oct,Spring,0.853,1.276,4.12,5.128,45.84,20.9,10
Gold Coast,2025-10-08T19:00:00Z,2025-10-09,Oct,Spring,0.809,1.41,4.074,5,43.9,20.85,10
Gold Coast,2025-10-08T19:30:00Z,2025-10-09,Oct,Spring,0.765,1.594,4.033,4.762,38.1,20.72,10
Gold Coast,2025-10-08T20:00:00Z,2025-10-09,Oct,Spring,0.845,1.577,4.254,5.128,43.82,20.72,10
Gold Coast,2025-10-08T20:30:00Z,2025-10-09,Oct,Spring,0.828,1.335,4.152,4.762,38.89,20.64,10
Gold Coast,2025-10-08T21:00:00Z,2025-10-09,Oct,Spring,0.812,1.405,4.017,4.878,41.44,20.59,10
Gold Coast,2025-10-08T21:30:00Z,2025-10-09,Oct,Spring,0.721,1.277,3.824,5,42.23,20.55,10
Gold Coast,2025-10-08T22:00:00Z,2025-10-09,Oct,Spring,0.683,1.201,3.789,13.333,113.62,20.46,10
Gold Coast,2025-10-08T22:30:00Z,2025-10-09,Oct,Spring,0.651,1.133,3.628,5.128,43.64,20.37,10
Gold Coast,2025-10-08T23:00:00Z,2025-10-09,Oct,Spring,0.606,0.916,3.349,12.5,111.33,20.24,10
Gold Coast,2025-10-08T23:30:00Z,2025-10-09,Oct,Spring,0.667,1.052,3.152,13.333,114.23,20.2,10
Gold Coast,2025-10-09T00:00:00Z,2025-10-09,Oct,Spring,0.702,1.304,3.122,13.333,111.77,20.81,10
Gold Coast,2025-10-09T00:30:00Z,2025-10-09,Oct,Spring,0.665,1.117,3.006,13.333,112.47,20.37,10
Gold Coast,2025-10-09T01:00:00Z,2025-10-09,Oct,Spring,0.688,1.071,3.111,12.5,110.01,20.11,10
Gold Coast,2025-10-09T01:30:00Z,2025-10-09,Oct,Spring,0.682,1.029,3.123,12.5,110.28,19.94,10
Gold Coast,2025-10-09T02:00:00Z,2025-10-09,Oct,Spring,0.731,1.275,3.162,13.333,108.34,19.76,10
Gold Coast,2025-10-09T02:30:00Z,2025-10-09,Oct,Spring,0.726,1.363,3.281,3.448,116.34,19.63,10
Gold Coast,2025-10-09T03:00:00Z,2025-10-09,Oct,Spring,0.783,1.141,3.306,4.255,42.32,19.67,10
Gold Coast,2025-10-09T03:30:00Z,2025-10-09,Oct,Spring,0.828,1.396,3.428,4.348,44.52,19.67,10
Gold Coast,2025-10-09T04:00:00Z,2025-10-09,Oct,Spring,0.861,1.448,3.487,4.444,40.47,19.85,10
Gold Coast,2025-10-09T04:30:00Z,2025-10-09,Oct,Spring,0.895,1.397,3.472,4.444,45.66,19.67,10
Gold Coast,2025-10-09T05:00:00Z,2025-10-09,Oct,Spring,0.896,1.699,3.446,4.651,47.07,19.76,10
Gold Coast,2025-10-09T05:30:00Z,2025-10-09,Oct,Spring,0.828,1.432,3.457,4.545,44.96,19.72,10
Gold Coast,2025-10-09T06:00:00Z,2025-10-09,Oct,Spring,0.849,1.674,3.369,4.762,48.65,19.54,10
Gold Coast,2025-10-09T06:30:00Z,2025-10-09,Oct,Spring,0.887,1.424,3.536,4.545,54.8,19.33,10
Gold Coast,2025-10-09T07:00:00Z,2025-10-09,Oct,Spring,0.845,1.422,3.445,14.286,48.21,19.2,10
Gold Coast,2025-10-09T07:30:00Z,2025-10-09,Oct,Spring,0.839,1.384,3.422,4.651,49.53,19.15,10
Gold Coast,2025-10-09T08:00:00Z,2025-10-09,Oct,Spring,0.933,1.555,3.66,4.878,46.72,19.2,10
Gold Coast,2025-10-09T08:30:00Z,2025-10-09,Oct,Spring,0.94,1.584,3.851,5.405,54.28,19.15,10
Gold Coast,2025-10-09T09:00:00Z,2025-10-09,Oct,Spring,1.012,2.051,3.989,4.878,45.57,19.07,10
Gold Coast,2025-10-09T09:30:00Z,2025-10-09,Oct,Spring,1.046,1.873,4.095,5.263,47.95,19.15,10
Gold Coast,2025-10-09T10:00:00Z,2025-10-09,Oct,Spring,1.095,1.928,4.207,5.263,43.9,19.15,10
Gold Coast,2025-10-09T10:30:00Z,2025-10-09,Oct,Spring,1.075,2.082,4.182,5.405,49.44,19.2,10
Gold Coast,2025-10-09T11:00:00Z,2025-10-09,Oct,Spring,1.049,1.863,4.12,5.263,44.78,19.15,10
Gold Coast,2025-10-09T11:30:00Z,2025-10-09,Oct,Spring,1.067,1.917,4.246,5.128,43.55,19.07,10
Gold Coast,2025-10-09T12:00:00Z,2025-10-09,Oct,Spring,NA,NA,NA,NA,50.67,19.03,10
Gold Coast,2025-10-09T12:30:00Z,2025-10-09,Oct,Spring,NA,NA,NA,NA,51.64,19.07,10
Gold Coast,2025-10-09T13:00:00Z,2025-10-09,Oct,Spring,0.934,1.672,4.274,5.556,48.12,19.89,10
Gold Coast,2025-10-09T13:30:00Z,2025-10-09,Oct,Spring,0.896,1.591,4.092,5.556,55.16,19.89,10
Gold Coast,2025-10-09T14:00:00Z,2025-10-10,Oct,Spring,0.927,1.55,4.26,5.556,53.22,19.63,10
Gold Coast,2025-10-09T14:30:00Z,2025-10-10,Oct,Spring,0.857,1.389,4.061,5.714,53.31,19.54,10
Gold Coast,2025-10-09T15:00:00Z,2025-10-10,Oct,Spring,0.866,1.49,4.109,5.263,55.51,19.5,10
